Kunta,index,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,x,y,Nimi2,Nr
Helsinki,Lauttasaarin bridge south side,10.226989079563182,5.007020280811233,3.6801872074882995,2.049141965678627,3.111631537861046,15.509360374414976,70.2402496099844,201.21372854914196,310.50858034321374,172.89235569422777,90.28315132605304,88.42121684867395,91.09984399375975,92.12480499219969,109.92355694227768,175.24414976599064,278.5702028081123,263.2254290171607,195.80967238689547,146.2628705148206,114.40951638065522,78.41731669266771,41.009360374414975,22.57488299531981,25494453.04,6672209.73,Lauttasaaren silta pohjoispuoli,52
Helsinki,Merikannontie,3.861154446177847,1.9391575663026521,1.0109204368174727,0.8455538221528861,1.2974238875878221,8.783151326053042,61.1817472698908,183.44773790951638,206.56864274570984,110.53198127925117,59.485959438377535,61.234009360374415,67.58424336973479,71.31201248049922,88.57098283931357,168.72542901716068,229.05070202808113,197.98361934477379,148.31045241809673,118.30655226209048,94.8978159126365,61.22308892355694,27.861934477379094,11.397035881435258,25495211.14,6673759.38,Merikannontie,53
Helsinki,Munkkiniemi bridge north side,3.0438892640108035,1.6164753544902093,1.2424037812288995,0.6968264686022958,1.2991222147197838,5.1897366644159355,38.07157326130993,97.62120189061444,96.82106684672519,44.949358541525996,25.849426063470627,27.059419311276166,30.806212018906145,32.584064821066846,41.983119513842,82.37609723160027,109.64618501012829,87.60837272113437,60.44496961512492,46.811613774476704,38.20391627278865,27.049291019581364,13.48953409858204,6.727211343686698,25493760.23,6675847.29,Munkkiniemen silta eteläpuoli,54
Helsinki,Munkkiniemi bridge south side,3.355495251017639,1.5841248303934872,1.0312075983717774,0.6058344640434192,1.2421981004070557,6.181818181818182,48.244911804613295,142.38331071913163,155.24287652645862,72.61329715061058,34.88805970149254,32.10379918588874,35.14654002713704,36.39416553595658,47.258480325644506,103.01898305084745,151.7871186440678,129.7308474576271,87.96813559322034,63.244745762711865,50.788474576271184,35.513898305084744,17.23864406779661,8.027796610169492,25493792.78,6675914.28,Munkkiniemi silta pohjoispuoli,55
Helsinki,Pitkasilta itapuoli,11.620904836193448,6.271450858034322,3.8049921996879874,2.4570982839313573,3.2544886807181888,9.788611544461778,40.283151326053044,104.21606864274571,200.99609984399376,143.91497659906398,83.7176287051482,85.9789391575663,93.41575663026521,93.03276131045241,106.30577223088923,165.2191887675507,236.96021840873635,216.75117004680186,158.96489859594385,115.86505460218409,87.72542901716069,60.86349453978159,36.07098283931357,23.982839313572544,25497255.67,6673768.13,Pitkäsilta itäpuoli,56
Helsinki,Pitkasilta west side,12.556380823767725,7.564483457123565,5.336934503713707,3.4767049291019583,3.6185010128291695,6.480081026333559,14.538825118163404,29.731262660364617,60.96758946657664,57.951384199864954,47.3133018230925,51.32748143146522,57.05806887238352,59.57056043214045,65.14652261985145,77.73801485482782,99.57393652937205,96.7272113436867,82.85955435516543,67.56313301823093,56.09385550303849,42.07697501688049,28.721809588116137,22.054692775151924,25497188.98,6673692.0,Pitkäsilta länsipuoli,57
Helsinki,Ratapihantie,5.387915936952715,2.595800524934383,1.6614173228346456,1.2353455818022747,4.778652668416448,21.085739282589675,100.86701662292214,223.750656167979,248.98775153105862,99.98950131233596,45.4575678040245,43.979002624671914,46.21609798775153,49.70866141732284,70.832895888014,156.50043744531933,227.93263342082238,170.38757655293088,100.4400699912511,66.85389326334209,55.77165354330709,40.71041119860018,24.924759405074365,12.05511811023622,25496284.75,6676427.37,Ratapihantie,58
Helsinki,Viikintie,1.1423841059602649,0.6721311475409836,0.43934426229508194,1.3475409836065573,2.3046357615894038,8.630363036303631,38.03300330033003,63.244224422442244,61.14191419141914,32.2013201320132,18.415841584158414,19.917491749174918,20.458745874587457,20.752475247524753,26.21122112211221,43.537953795379536,57.24752475247525,46.811258278145694,32.586092715231786,25.303630363036305,21.151815181518153,13.71947194719472,6.749174917491749,3.0298013245033113,25499814.34,6679105.37,Viikintie,59
Vantaa,Asolanvayla E,0.8620689655172413,0.40229885057471265,0.2988505747126437,0.13793103448275862,0.5747126436781609,4.379310344827586,15.264367816091953,24.35632183908046,15.540229885057471,8.783132530120483,8.790123456790123,8.506172839506172,10.11111111111111,10.271604938271604,9.938271604938272,12.89655172413793,12.284090909090908,10.522727272727273,9.25,8.647727272727273,7.170454545454546,4.204545454545454,2.090909090909091,1.8409090909090908,25501707.6561,6685938.941,Kielotie itä,60
Vantaa,Asolanvayla P,2.323809523809524,1.9904761904761905,1.457142857142857,1.2666666666666666,1.3904761904761904,5.542857142857143,17.552380952380954,27.276190476190475,21.133333333333333,14.514851485148515,14.474747474747474,17.474747474747474,18.575757575757574,22.171717171717173,27.141414141414142,35.61904761904762,42.094339622641506,34.839622641509436,27.59433962264151,22.754716981132077,18.81132075471698,16.30188679245283,8.537735849056604,4.745283018867925,25501690.505,6685944.5039,Kielotie länsi,61
Vantaa,Hakunilantie E,2.282828282828283,0.8484848484848485,1.1919191919191918,0.6060606060606061,0.3434343434343434,2.0,2.585858585858586,4.757575757575758,4.2727272727272725,3.5157894736842104,4.202127659574468,4.595744680851064,5.3936170212765955,5.73404255319149,7.819148936170213,10.333333333333334,11.727272727272727,9.757575757575758,8.303030303030303,6.434343434343434,4.797979797979798,3.4343434343434343,2.9292929292929295,2.6161616161616164,25505953.0239,6688813.5131,Kuusijärvi,62
Vantaa,Hakunilantie P,1.2616822429906542,1.4766355140186915,0.6822429906542056,1.4766355140186915,1.691588785046729,4.308411214953271,10.383177570093459,11.439252336448599,6.4392523364485985,5.815533980582524,5.588235294117647,6.346534653465347,7.8316831683168315,8.752475247524753,9.514851485148515,11.532710280373832,10.261682242990654,9.682242990654206,7.747663551401869,6.579439252336448,6.140186915887851,3.8598130841121496,3.1401869158878504,1.7850467289719627,25503182.5859,6688923.6877,Kytöpuisto,63
Vantaa,Kaislaranta E,2.0504201680672267,1.5294117647058822,1.3126760563380282,1.0875706214689265,1.1836158192090396,1.8022598870056497,4.370056497175141,9.443502824858758,12.275568181818182,12.538904899135447,13.26764705882353,15.451327433628318,16.253687315634217,16.607669616519175,17.654867256637168,19.54189944134078,21.738161559888578,21.376044568245124,17.754874651810585,14.434540389972145,10.487465181058496,7.289693593314763,4.094707520891365,2.829608938547486,25505628.4759,6685286.6343,Kyytitie,64
Vantaa,Kaislaranta P,1.526027397260274,1.0027397260273974,1.1460055096418733,1.2651933701657458,0.9337016574585635,3.0994475138121547,7.110497237569061,10.69060773480663,11.597222222222221,11.208450704225353,13.26801152737752,16.471098265895954,17.84971098265896,18.040462427745666,19.42485549132948,21.42622950819672,23.280653950953678,21.354223433242506,17.228882833787466,14.991825613079019,11.670299727520437,7.2425068119891005,3.779291553133515,2.3360655737704916,25490860.3734,6683941.13,Pellas,65
Vantaa,Kuusijarvi E,1.2543859649122806,1.1228070175438596,0.7280701754385965,1.0789473684210527,1.6283185840707965,4.504424778761062,13.327433628318584,17.902654867256636,14.371681415929203,11.285714285714286,12.225225225225225,12.972727272727273,15.49090909090909,18.063636363636363,20.645454545454545,26.95689655172414,31.74137931034483,31.198275862068964,26.655172413793103,25.689655172413794,20.767241379310345,12.730434782608695,6.156521739130435,3.9217391304347826,25501914.9784,6687219.2282,Talvikkitie-Lummetie,66
Vantaa,Kuusijarvi P,0.32558139534883723,0.023255813953488372,0.09302325581395349,0.0,0.047619047619047616,0.11904761904761904,1.0238095238095237,1.0476190476190477,0.7142857142857143,0.40476190476190477,0.6666666666666666,0.7560975609756098,0.4878048780487805,0.4634146341463415,0.9024390243902439,1.6511627906976745,1.5813953488372092,1.302325581395349,0.813953488372093,0.5116279069767442,0.3953488372093023,0.5581395348837209,0.2558139534883721,0.16279069767441862,25504139.0724,6692573.5864,Urpiaisentie,67
Vantaa,Kytopuisto P,0.8932584269662921,0.4157303370786517,0.2696629213483146,0.6039325842696629,1.196629213483146,4.00561797752809,13.098314606741573,29.367977528089888,33.036827195467424,19.864942528735632,15.105571847507331,16.372434017595307,17.219941348973606,17.589442815249267,18.222873900293255,20.01662049861496,21.1900826446281,17.738292011019283,15.790055248618785,13.92817679558011,11.11878453038674,7.588397790055248,3.522099447513812,1.6077348066298343,25498682.737,6685524.3076,Ylästöntie itä,68
Vantaa,Kytöpuisto E,1.1853932584269662,0.6376404494382022,0.32303370786516855,0.3960674157303371,0.38202247191011235,0.7247191011235955,3.441011235955056,8.432584269662922,8.787535410764873,7.511494252873563,7.668621700879766,10.859237536656892,13.272727272727273,15.217008797653959,18.653958944281523,26.38781163434903,33.50413223140496,27.97245179063361,19.79281767955801,15.870165745856353,11.980662983425415,8.176795580110497,4.209944751381215,2.303867403314917,0.0,0.0,,69
Vantaa,Kyytitie I,1.0,0.776,0.384,0.672,3.136,6.2,13.928,15.408,12.928,12.688524590163935,14.361344537815127,16.100840336134453,17.554621848739497,18.77310924369748,19.084033613445378,20.563492063492063,19.0,16.706349206349206,14.817460317460318,11.087301587301587,10.19047619047619,5.420634920634921,2.5873015873015874,1.6825396825396826,0.0,0.0,,70
Vantaa,Kyytitie L,1.5317460317460319,1.688,1.064,1.016,0.496,1.264,3.992,7.136,6.952,6.672131147540983,8.495798319327731,10.453781512605042,12.142857142857142,13.378151260504202,16.369747899159663,20.349206349206348,20.92063492063492,19.142857142857142,15.61111111111111,12.547619047619047,10.412698412698413,7.309523809523809,3.7936507936507935,2.5,0.0,0.0,,71
Vantaa,Pellas I,1.6951219512195121,0.926829268292683,0.43902439024390244,0.5853658536585366,0.2804878048780488,1.0975609756097562,5.7073170731707314,15.926829268292684,26.88888888888889,24.432098765432098,20.103896103896105,19.68831168831169,23.025974025974026,23.246753246753247,26.571428571428573,31.19753086419753,34.13414634146341,34.890243902439025,30.536585365853657,27.329268292682926,24.20731707317073,18.085365853658537,9.231707317073171,4.121951219512195,0.0,0.0,,72
Vantaa,Pellas L,1.548780487804878,0.6707317073170732,0.5609756097560976,0.3902439024390244,0.1951219512195122,1.1829268292682926,5.573170731707317,16.865853658536587,27.209876543209877,27.25925925925926,19.324675324675326,17.16883116883117,19.103896103896105,23.285714285714285,27.16883116883117,31.395061728395063,33.951219512195124,33.84146341463415,28.28048780487805,24.304878048780488,15.902439024390244,9.804878048780488,5.073170731707317,2.2560975609756095,0.0,0.0,,73
Vantaa,Simonkylantie E,4.514563106796117,1.9514563106796117,3.029126213592233,1.0194174757281553,1.1844660194174756,0.7475728155339806,2.4271844660194173,4.834951456310679,6.330097087378641,6.061855670103093,6.742268041237113,9.515463917525773,13.051546391752577,17.536082474226806,21.8125,21.862745098039216,20.514563106796118,17.679611650485437,17.097087378640776,15.41747572815534,12.009708737864077,7.300970873786408,4.252427184466019,3.679611650485437,0.0,0.0,,74
Vantaa,Simonkylantie P,5.077669902912621,4.223300970873787,2.621359223300971,0.8640776699029126,1.8058252427184467,1.5339805825242718,6.203883495145631,16.0,29.24271844660194,21.412371134020617,12.381443298969073,10.309278350515465,12.185567010309278,14.783505154639176,16.8125,18.715686274509803,21.58252427184466,19.689320388349515,19.24271844660194,17.155339805825243,11.941747572815533,7.300970873786408,5.252427184466019,4.048543689320389,0.0,0.0,,75
Vantaa,Solkikuja I,0.6037735849056604,0.5047619047619047,0.42857142857142855,0.5523809523809524,0.49523809523809526,0.9333333333333333,4.257142857142857,9.257142857142858,9.836538461538462,9.663366336633663,8.900990099009901,10.653465346534654,12.821782178217822,13.267326732673267,14.217821782178218,17.08490566037736,18.0,15.546296296296296,14.86111111111111,12.444444444444445,9.787037037037036,5.87037037037037,2.97196261682243,1.4766355140186915,0.0,0.0,,76
Vantaa,Solkikuja L,0.8113207547169812,0.41904761904761906,0.7714285714285715,1.0,0.3142857142857143,0.7619047619047619,5.933333333333334,12.80952380952381,11.98076923076923,11.792079207920793,11.693069306930694,13.623762376237623,14.762376237623762,13.910891089108912,14.247524752475247,16.92452830188679,19.59259259259259,17.796296296296298,16.824074074074073,12.74074074074074,9.11111111111111,5.101851851851852,2.878504672897196,1.233644859813084,0.0,0.0,,77
Vantaa,Vanha Porvoontie E,0.7428571428571429,0.13333333333333333,0.0761904761904762,0.19047619047619047,0.7714285714285715,2.466666666666667,6.352380952380952,9.038095238095238,6.619047619047619,3.7281553398058254,3.29,4.59,5.55,6.47,11.39,13.009345794392523,16.598130841121495,13.373831775700934,9.495327102803738,7.252336448598131,6.233644859813084,4.5046728971962615,3.9065420560747666,2.6542056074766354,0.0,0.0,,78
Vantaa,Vanha Porvoontie P,0.4666666666666667,0.3047619047619048,0.10476190476190476,0.23809523809523808,0.34285714285714286,6.171428571428572,11.704761904761904,18.438095238095237,13.771428571428572,7.407766990291262,5.12,6.13,6.7,9.71,11.59,12.710280373831775,14.925233644859814,12.514018691588785,12.336448598130842,8.654205607476635,5.990654205607477,4.663551401869159,2.6542056074766354,0.9906542056074766,0.0,0.0,,79
Vantaa,Vantaanlaaksontie E,0.4883720930232558,0.22093023255813954,0.1744186046511628,0.13953488372093023,0.10465116279069768,2.223529411764706,4.847058823529411,8.294117647058824,6.976470588235294,5.963855421686747,5.365853658536586,6.097560975609756,6.682926829268292,7.146341463414634,7.646341463414634,10.885057471264368,15.07865168539326,13.112359550561798,11.52808988764045,8.662921348314606,6.966292134831461,4.224719101123595,1.9101123595505618,0.7303370786516854,0.0,0.0,,80
Vantaa,Vantaanlaaksontie P,0.4069767441860465,0.1744186046511628,0.13953488372093023,0.10465116279069768,0.20930232558139536,1.1294117647058823,4.8352941176470585,10.647058823529411,8.588235294117647,5.542168674698795,4.134146341463414,5.195121951219512,4.878048780487805,5.426829268292683,6.402439024390244,10.25287356321839,12.213483146067416,10.865168539325843,10.0,8.752808988764045,6.764044943820225,4.089887640449438,2.393258426966292,1.146067415730337,0.0,0.0,,81
Vantaa,Ylastontie I,1.84375,0.84375,0.5416666666666666,0.6421052631578947,1.231578947368421,4.747368421052632,12.526315789473685,23.57894736842105,26.095744680851062,19.451612903225808,15.955555555555556,19.711111111111112,23.155555555555555,25.266666666666666,26.27777777777778,28.221052631578946,32.729166666666664,31.802083333333332,26.770833333333332,23.572916666666668,18.46875,12.885416666666666,8.291666666666666,3.8229166666666665,0.0,0.0,,82
Vantaa,Ylastontie L,0.8125,0.5104166666666666,0.17708333333333334,0.16842105263157894,0.14736842105263157,0.9263157894736842,3.663157894736842,7.663157894736842,7.74468085106383,5.89247311827957,6.388888888888889,8.633333333333333,10.344444444444445,11.622222222222222,13.811111111111112,18.71578947368421,22.385416666666668,20.479166666666668,16.614583333333332,13.822916666666666,11.260416666666666,8.666666666666666,4.375,1.6354166666666667,0.0,0.0,,83
